timestamp,load
2024-01-01 00:00:00,1014.901424590337
2024-01-01 01:00:00,1047.6158799853686
2024-01-01 02:00:00,1119.4306561430208
2024-01-01 03:00:00,1187.1122519295502
2024-01-01 04:00:00,1166.1804795151877
2024-01-01 05:00:00,1186.1610565493381
2024-01-01 06:00:00,1247.3763844652217
2024-01-01 07:00:00,1216.208207132401
2024-01-01 08:00:00,1159.1208491788393
2024-01-01 09:00:00,1157.6981575448885
2024-01-01 10:00:00,1086.0974692156262
2024-01-01 11:00:00,1037.7919164133964
2024-01-01 12:00:00,1007.2588681469811
2024-01-01 13:00:00,890.8377836397619
2024-01-01 14:00:00,848.252465024609
2024-01-01 15:00:00,841.7100178854614
2024-01-01 16:00:00,796.4099856330796
2024-01-01 17:00:00,816.2422547200446
2024-01-01 18:00:00,772.7592777343636
2024-01-01 19:00:00,764.4457237021276
2024-01-01 20:00:00,870.764382310759
2024-01-01 21:00:00,851.8053547480944
2024-01-01 22:00:00,902.0258461406376
2024-01-01 23:00:00,905.4937453930919
2024-01-02 00:00:00,983.6685182642445
2024-01-02 01:00:00,1055.0914867118001
2024-01-02 02:00:00,1065.470192677331
2024-01-02 03:00:00,1152.6922967876797
2024-01-02 04:00:00,1155.1859200593237
2024-01-02 05:00:00,1184.4343527640153
2024-01-02 06:00:00,1181.9488016331181
2024-01-02 07:00:00,1248.753510793082
2024-01-02 08:00:00,1172.8001640147497
2024-01-02 09:00:00,1109.6900283686325
2024-01-02 10:00:00,1124.6763473630956
2024-01-02 11:00:00,1015.1384995213734
2024-01-02 12:00:00,1006.2659078501426
2024-01-02 13:00:00,889.4460872631026
2024-01-02 14:00:00,860.1544185330471
2024-01-02 15:00:00,864.4844808387643
2024-01-02 16:00:00,848.9489166429746
2024-01-02 17:00:00,811.9558831778854
2024-01-02 18:00:00,796.5305515283528
2024-01-02 19:00:00,797.7817238745076
2024-01-02 20:00:00,782.4392595320895
2024-01-02 21:00:00,836.9833175108492
2024-01-02 22:00:00,886.1808368712062
2024-01-02 23:00:00,979.9498577660631
2024-01-03 00:00:00,1010.3085486870539
2024-01-03 01:00:00,998.8726043596221
2024-01-03 02:00:00,1109.7225190818438
2024-01-03 03:00:00,1129.86888782482
2024-01-03 04:00:00,1152.897420747709
2024-01-03 05:00:00,1211.5354539230398
2024-01-03 06:00:00,1230.9299856748785
2024-01-03 07:00:00,1221.1235688312995
2024-01-03 08:00:00,1148.0285550602086
2024-01-03 09:00:00,1132.1449849617732
2024-01-03 10:00:00,1109.937902942107
2024-01-03 11:00:00,1081.030162834175
2024-01-03 12:00:00,985.6247728646413
2024-01-03 13:00:00,942.6664216795814
2024-01-03 14:00:00,866.8099507798191
2024-01-03 15:00:00,822.6924450402705
2024-01-03 16:00:00,851.1706939149383
2024-01-03 17:00:00,847.5020355993111
2024-01-03 18:00:00,797.83969635259
2024-01-03 19:00:00,836.920821678947
2024-01-03 20:00:00,837.6439999945413
2024-01-03 21:00:00,839.2250511245368
2024-01-03 22:00:00,910.8418681652523
2024-01-03 23:00:00,994.3772879734747
2024-01-04 00:00:00,998.9252188267014
2024-01-04 01:00:00,1098.7031186949243
2024-01-04 02:00:00,1021.4076468773077
2024-01-04 03:00:00,1166.0784313685663
2024-01-04 04:00:00,1175.816492804033
2024-01-04 05:00:00,1184.2149447438376
2024-01-04 06:00:00,1202.7528232960651
2024-01-04 07:00:00,1133.5580978197868
2024-01-04 08:00:00,1166.6149241217624
2024-01-04 09:00:00,1152.1347333826618
2024-01-04 10:00:00,1144.3368213422455
2024-01-04 11:00:00,1036.2157024722947
2024-01-04 12:00:00,975.7451919132044
2024-01-04 13:00:00,933.1834796719597
2024-01-04 14:00:00,927.4620635310622
2024-01-04 15:00:00,868.4411770524812
2024-01-04 16:00:00,810.9021131301012
2024-01-04 17:00:00,822.212857735587
2024-01-04 18:00:00,802.9123264804413
2024-01-04 19:00:00,835.874184458173
2024-01-04 20:00:00,805.7333264267918
2024-01-04 21:00:00,848.7487793647574
2024-01-04 22:00:00,888.2367554060352
2024-01-04 23:00:00,904.3307425355321
2024-01-05 00:00:00,1008.8836083119373
2024-01-05 01:00:00,1059.5954671859008
2024-01-05 02:00:00,1100.153403699274
2024-01-05 03:00:00,1134.383742236055
2024-01-05 04:00:00,1130.7439584953754
2024-01-05 05:00:00,1180.565805574853
2024-01-05 06:00:00,1189.7185645041968
2024-01-05 07:00:00,1169.116847181165
2024-01-05 08:00:00,1168.3665094069074
2024-01-05 09:00:00,1153.5428819417457
2024-01-05 10:00:00,1156.585577036316
2024-01-05 11:00:00,1057.0011434054593
2024-01-05 12:00:00,1007.7265117216829
2024-01-05 13:00:00,946.0028135065108
2024-01-05 14:00:00,842.4368635410287
2024-01-05 15:00:00,857.7832274992141
2024-01-05 16:00:00,828.6018255413431
2024-01-05 17:00:00,880.712098116745
2024-01-05 18:00:00,794.2291710565663
2024-01-05 19:00:00,815.8612550121948
2024-01-05 20:00:00,825.753566151955
2024-01-05 21:00:00,823.5183026341045
2024-01-05 22:00:00,934.2846844354505
2024-01-05 23:00:00,970.7941819600989
2024-01-06 00:00:00,1023.7309584112915
2024-01-06 01:00:00,1024.482185376662
2024-01-06 02:00:00,1142.083829328083
2024-01-06 03:00:00,1099.365824353541
2024-01-06 04:00:00,1190.8107935708958
2024-01-06 05:00:00,1258.898834032113
2024-01-06 06:00:00,1170.2839102460794
2024-01-06 07:00:00,1176.1962333697304
2024-01-06 08:00:00,1176.1946217095172
2024-01-06 09:00:00,1126.3170866138234
2024-01-06 10:00:00,1053.480097068016
2024-01-06 11:00:00,1053.820698264685
2024-01-06 12:00:00,968.1308885882169
2024-01-06 13:00:00,962.4439638985513
2024-01-06 14:00:00,872.4172729729859
2024-01-06 15:00:00,905.0766759132168
2024-01-06 16:00:00,803.2973204730251
2024-01-06 17:00:00,797.1529892560161
2024-01-06 18:00:00,824.4055165210901
2024-01-06 19:00:00,769.8889052491677
2024-01-06 20:00:00,833.6187172812362
2024-01-06 21:00:00,897.7929263911633
2024-01-06 22:00:00,851.775502963163
2024-01-06 23:00:00,953.7752067354647
2024-01-07 00:00:00,1007.7964838274527
2024-01-07 01:00:00,1075.2184951738234
2024-01-07 02:00:00,1062.8914786736575
2024-01-07 03:00:00,1101.8076578447813
2024-01-07 04:00:00,1188.8633277253948
2024-01-07 05:00:00,1202.0947054548092
2024-01-07 06:00:00,1207.5147855103762
2024-01-07 07:00:00,1203.578611542723
2024-01-07 08:00:00,1152.804339109533
2024-01-07 09:00:00,1148.3889671521397
2024-01-07 10:00:00,1108.7921741989605
2024-01-07 11:00:00,1030.333266479713
2024-01-07 12:00:00,1055.9732353343427
2024-01-07 13:00:00,962.4511786068495
2024-01-07 14:00:00,864.2608950839206
2024-01-07 15:00:00,878.2752520217055
2024-01-07 16:00:00,797.5544691362927
2024-01-07 17:00:00,830.4273728544599
2024-01-07 18:00:00,834.7578673702221
2024-01-07 19:00:00,782.194365191635
2024-01-07 20:00:00,855.696203120442
2024-01-07 21:00:00,870.9620715707854
2024-01-07 22:00:00,924.6618047998346
2024-01-07 23:00:00,1005.1399804591141
2024-01-08 00:00:00,992.6383565199139
2024-01-08 01:00:00,1029.1517240897795
2024-01-08 02:00:00,1073.3145671112343
2024-01-08 03:00:00,1116.9470476883464
2024-01-08 04:00:00,1170.8920294744646
2024-01-08 05:00:00,1203.4197245023129
2024-01-08 06:00:00,1208.3007239799006
2024-01-08 07:00:00,1218.0006627288944
2024-01-08 08:00:00,1173.595137513225
2024-01-08 09:00:00,1185.027378552029
2024-01-08 10:00:00,1092.0602950028613
2024-01-08 11:00:00,1133.3688840181926
2024-01-08 12:00:00,1018.7700204329502
2024-01-08 13:00:00,922.5214642870073
2024-01-08 14:00:00,867.8732250581667
2024-01-08 15:00:00,873.0528162199862
2024-01-08 16:00:00,820.0910356833368
2024-01-08 17:00:00,828.2348495649491
2024-01-08 18:00:00,814.1971287372063
2024-01-08 19:00:00,804.6299673624802
2024-01-08 20:00:00,801.3911077010602
2024-01-08 21:00:00,813.1332270221145
2024-01-08 22:00:00,886.6045514379892
2024-01-08 23:00:00,973.9281548091998
2024-01-09 00:00:00,1006.4228123239061
2024-01-09 01:00:00,1014.3916456591445
2024-01-09 02:00:00,1105.1954277755356
2024-01-09 03:00:00,1152.9808776291745
2024-01-09 04:00:00,1146.6893576708537
2024-01-09 05:00:00,1197.7969184361796
2024-01-09 06:00:00,1201.74626155338
